credit.policy,purpose_clean2,int.rate,installment,log.annual.inc,annual_inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,Home Improvement,0.09,316.28,11.60,109200.00,6.40,742,4080.00,2339,44.10,0,0,0,0
1,Debt Consolidation,0.14,375.26,10.82,50004.00,20.93,672,2340.04,17436,93.20,0,0,0,0
1,Debt Consolidation,0.10,482.32,10.92,55000.00,15.10,762,7920.04,11648,14.80,1,0,0,1
1,Debt Consolidation,0.15,663.47,10.42,33600.00,9.86,667,2940.00,8731,56.70,1,0,0,1
1,Debt Consolidation,0.15,173.65,10.93,56016.00,21.32,667,3600.04,22210,98.30,0,0,0,0
1,Debt Consolidation,0.09,221.40,10.65,42000.00,2.74,727,2310.04,6496,40.10,0,0,0,0
1,Debt Consolidation,0.11,360.29,9.92,20400.00,6.82,697,1530.00,3041,84.50,2,0,0,1
1,All Other,0.12,330.53,10.31,30000.00,8.56,682,1200.00,2000,46.50,3,0,0,0
1,Major Purchase,0.10,321.55,10.09,24000.00,2.70,717,5168.00,3717,16.10,3,1,0,1
1,Debt Consolidation,0.16,420.47,11.51,100000.00,18.55,667,4560.04,34841,89.60,0,0,0,0
1,All Other,0.09,224.07,11.44,93000.00,10.86,717,4080.00,5257,32.90,1,0,0,1
1,Debt Consolidation,0.14,548.25,11.85,139992.00,3.40,662,2610.00,15193,33.40,0,0,0,0
1,All Other,0.11,329.00,10.26,28600.00,5.37,687,2730.04,3245,54.10,2,0,1,0
1,Debt Consolidation,0.12,490.29,10.52,37200.00,21.94,702,1950.04,14694,43.10,2,0,0,1
1,All Other,0.08,225.63,11.33,83000.00,5.54,762,4259.04,438,0.80,3,0,0,0
1,All Other,0.10,257.24,10.60,40000.00,18.72,742,6569.00,38605,67.70,0,0,0,0
1,Debt Consolidation,0.11,95.36,10.20,27000.00,6.62,682,1199.00,6611,49.10,1,0,0,0
1,Debt Consolidation,0.14,274.13,10.53,37440.00,20.71,662,4140.04,5723,52.00,1,0,0,0
1,Home Improvement,0.08,156.69,11.29,80000.00,3.75,762,12668.04,8366,7.10,0,0,0,0
1,Debt Consolidation,0.12,351.92,10.57,39048.00,14.90,682,2579.00,7583,80.70,0,0,0,1
1,Debt Consolidation,0.10,194.71,9.73,16800.00,7.50,692,1920.00,4524,94.20,1,0,0,0
1,Home Improvement,0.10,258.44,11.03,62000.00,0.81,712,3660.00,3596,25.10,1,0,1,0
1,Major Purchase,0.16,879.92,10.71,45000.00,6.40,667,5160.00,12704,54.10,0,3,0,1
1,Credit Card,0.09,150.45,11.08,65000.00,11.13,717,5208.00,16724,41.70,0,0,0,0
1,Home Improvement,0.09,640.20,11.70,120000.00,4.19,787,5159.00,311,0.00,2,0,0,0
1,Debt Consolidation,0.13,168.28,11.18,72000.00,19.67,687,4710.00,19771,92.40,1,0,0,0
1,Debt Consolidation,0.10,581.49,11.12,67800.00,11.01,732,3389.00,10826,41.50,0,0,0,0
1,Home Improvement,0.09,640.20,10.70,44500.00,0.81,797,3450.04,281,1.70,1,0,0,0
1,All Other,0.15,694.59,11.25,77000.00,10.25,662,3332.00,4289,66.00,1,0,0,0
1,Debt Consolidation,0.13,807.74,11.30,80700.00,15.08,697,4440.00,21364,86.50,0,0,0,1
1,All Other,0.10,514.48,13.26,572400.00,1.61,742,6390.04,22627,27.30,1,0,0,0
1,Debt Consolidation,0.14,411.19,11.21,73660.00,18.16,662,3209.04,11258,71.70,1,0,0,0
1,Debt Consolidation,0.10,389.41,10.35,31200.00,17.00,717,3209.04,0,0.00,2,0,0,0
1,Debt Consolidation,0.14,264.39,10.31,30000.00,24.68,682,1500.00,26996,66.80,0,0,0,0
1,All Other,0.10,482.32,11.08,65000.00,11.35,737,3990.00,3834,33.30,2,0,0,1
1,Debt Consolidation,0.14,645.24,11.88,144000.00,1.67,677,5370.04,9416,95.10,2,0,0,0
1,Debt Consolidation,0.12,293.51,10.82,50000.00,20.04,692,3360.00,25807,59.80,1,0,0,0
1,All Other,0.09,316.28,11.00,60000.00,8.94,732,4440.00,16167,44.30,3,0,0,0
1,Debt Consolidation,0.11,361.90,10.86,52000.00,9.39,687,2703.04,12678,43.60,0,0,1,0
1,Debt Consolidation,0.12,281.84,14.53,2039784.00,0.13,672,1293.04,8747,51.80,1,0,0,0
1,Debt Consolidation,0.11,684.64,11.08,65000.00,2.90,722,1380.04,5694,17.70,1,0,0,1
1,Debt Consolidation,0.13,338.10,11.10,66000.00,18.20,672,4620.04,12008,54.20,3,1,0,0
1,Debt Consolidation,0.12,278.88,10.85,51420.00,20.96,697,4619.04,14129,84.10,0,0,0,0
1,Home Improvement,0.10,486.76,11.59,108000.00,8.92,712,3059.04,15553,20.00,1,0,0,0
1,Home Improvement,0.12,298.80,11.29,80000.00,19.37,682,9059.04,26966,70.20,1,0,1,0
1,All Other,0.12,330.53,11.07,64000.00,13.33,712,4383.00,2388,48.70,2,0,0,0
1,Debt Consolidation,0.13,234.55,10.46,35000.00,9.63,667,1290.04,11698,78.50,1,0,0,0
1,Credit Card,0.10,241.16,11.41,90000.00,12.32,722,1950.04,5570,25.40,3,0,0,0
1,Major Purchase,0.09,224.07,9.92,20244.00,5.99,712,4470.00,4641,33.10,0,0,0,0
1,Debt Consolidation,0.12,396.63,10.78,48000.00,10.05,682,2670.00,15774,44.80,2,0,0,0
1,Debt Consolidation,0.13,507.15,10.75,46776.00,10.03,672,4110.00,9288,71.40,0,0,0,0
1,Debt Consolidation,0.14,288.66,10.26,28700.00,17.56,662,1889.00,17488,90.60,1,0,0,0
1,Debt Consolidation,0.08,409.30,10.27,28800.00,0.83,807,5189.00,209,2.30,1,0,0,0
1,Debt Consolidation,0.13,222.97,10.24,28000.00,19.93,667,5729.04,15049,71.30,0,0,0,0
1,All Other,0.12,365.20,10.49,36000.00,15.83,682,4410.00,23253,72.00,1,0,0,0
1,Debt Consolidation,0.13,603.12,11.14,69000.00,14.02,682,3570.04,10769,63.00,1,1,0,0
1,Credit Card,0.14,852.87,11.05,63000.00,17.28,692,8700.04,21357,42.00,1,0,0,0
1,Debt Consolidation,0.09,320.10,11.45,94000.00,7.44,727,3360.00,29884,43.60,0,0,0,0
1,Home Improvement,0.10,807.62,11.46,95000.00,10.42,757,11970.04,16386,11.30,0,0,0,0
1,Debt Consolidation,0.11,326.02,11.24,76250.00,10.37,702,11280.00,26888,26.20,0,0,0,0
1,Debt Consolidation,0.13,336.56,10.52,37200.00,6.74,672,2609.00,7067,65.80,0,0,0,0
1,Credit Card,0.12,396.63,11.74,125000.00,12.94,682,3720.00,36467,62.90,0,0,0,0
1,Debt Consolidation,0.13,301.56,10.42,33600.00,14.68,687,4650.04,14371,60.90,0,1,0,1
1,Debt Consolidation,0.11,491.30,11.92,149616.00,9.52,702,3780.04,25870,56.10,0,1,0,1
1,Debt Consolidation,0.11,416.19,10.60,40000.00,21.96,717,4291.04,1727,8.90,1,0,0,0
1,Credit Card,0.16,636.39,11.92,150000.00,24.03,672,4290.04,28846,57.90,1,0,0,1
1,Home Improvement,0.12,406.91,10.56,38400.00,9.31,687,5670.04,2329,39.40,0,0,0,0
1,All Other,0.07,62.10,10.46,35000.00,0.86,797,11430.00,324,0.20,0,0,0,0
1,Debt Consolidation,0.13,201.04,10.82,50000.00,3.89,667,5970.04,20845,47.70,0,0,0,0
1,Debt Consolidation,0.11,491.30,11.12,67200.00,15.50,707,2370.04,12569,46.20,0,0,0,1
1,Debt Consolidation,0.11,327.53,10.76,47000.00,13.48,702,3000.00,9697,58.00,0,0,0,0
1,All Other,0.11,327.53,10.42,33600.00,2.61,697,2370.04,2952,30.10,2,0,0,0
1,Debt Consolidation,0.11,179.31,10.62,41000.00,12.12,692,7140.04,13427,82.90,0,0,0,0
1,All Other,0.12,667.06,11.08,65000.00,13.50,692,2370.04,6045,34.90,1,0,1,1
1,Debt Consolidation,0.11,720.57,11.41,90000.00,17.39,717,4470.00,18913,34.10,1,0,0,0
1,Debt Consolidation,0.13,405.72,10.88,53000.00,17.82,667,7349.00,18593,35.00,0,5,1,0
1,All Other,0.08,313.37,10.86,52000.00,2.10,792,5219.00,0,0.00,1,0,0,0
1,Credit Card,0.09,409.73,11.08,65000.00,8.86,742,5129.00,13207,77.70,0,0,0,0
1,All Other,0.11,157.22,10.67,42996.00,2.34,687,1950.00,3273,44.80,1,0,0,0
1,Debt Consolidation,0.12,633.71,11.56,105000.00,10.01,687,5250.04,19368,38.60,1,3,0,0
1,All Other,0.11,782.44,11.16,70000.00,0.57,727,5040.04,782,3.00,1,0,0,1
1,Educational,0.11,589.56,10.66,42765.00,6.15,707,2820.04,6362,69.20,0,0,0,0
1,All Other,0.10,353.71,11.33,83604.00,5.88,717,4500.00,15342,50.00,0,1,0,0
1,Debt Consolidation,0.11,206.35,10.97,58000.00,9.21,687,7049.00,871,8.10,0,0,0,0
1,Credit Card,0.08,251.88,11.82,136000.00,8.63,752,6149.04,13238,23.00,1,0,0,0
1,Debt Consolidation,0.13,301.56,10.82,50000.00,7.15,667,2579.00,1918,56.40,0,0,0,0
1,Credit Card,0.10,464.05,10.31,30000.00,21.28,752,2729.04,5649,30.20,2,0,0,0
1,Debt Consolidation,0.09,230.47,10.71,45000.00,0.80,717,2730.04,3332,30.60,0,0,0,1
1,All Other,0.17,895.56,11.47,96000.00,18.80,662,11520.04,14706,77.00,0,2,0,0
1,Debt Consolidation,0.13,670.13,11.34,84000.00,14.51,692,1890.00,27129,39.00,2,0,0,0
1,Debt Consolidation,0.13,269.25,11.16,70000.00,4.08,667,5820.00,1152,13.10,3,3,0,0
1,Debt Consolidation,0.13,377.79,10.35,31356.00,23.31,712,3780.00,8837,52.60,1,0,0,1
1,All Other,0.10,30.55,10.04,23000.00,22.38,742,4470.00,2246,9.90,1,0,0,0
1,Debt Consolidation,0.10,389.41,10.31,30000.00,0.00,712,4440.00,9258,71.20,1,0,0,0
1,Debt Consolidation,0.13,405.72,10.20,27000.00,11.96,667,4890.04,8671,61.50,0,0,0,0
1,Debt Consolidation,0.14,477.61,11.04,62500.00,20.45,677,2675.00,20065,66.00,2,0,0,0
1,Educational,0.11,329.00,10.14,25368.00,8.79,692,3839.04,1573,39.30,0,0,0,1
1,Debt Consolidation,0.08,377.82,11.41,90000.00,1.63,792,5729.04,4359,15.30,0,0,0,0
1,All Other,0.13,338.10,10.97,58000.00,10.90,662,2009.04,10055,54.90,3,0,1,0
1,Major Purchase,0.14,407.52,11.16,70000.00,17.07,667,7565.04,2549,57.90,0,0,0,0
1,Debt Consolidation,0.11,273.86,10.84,51000.00,16.47,702,4530.04,16021,66.80,1,0,0,0
1,All Other,0.10,807.62,10.90,53979.00,0.00,762,6420.04,0,0.00,1,0,0,0
1,Debt Consolidation,0.12,398.40,11.35,85000.00,14.08,682,7230.04,22205,88.80,2,0,1,0
1,Debt Consolidation,0.09,320.10,11.74,125000.00,5.28,727,9120.00,9438,33.50,3,0,0,0
1,Debt Consolidation,0.09,316.28,11.41,90000.00,5.91,732,5760.04,18343,26.20,0,1,0,0
1,All Other,0.10,387.66,11.78,130000.00,21.20,772,6750.04,74885,0.00,0,0,0,0
1,All Other,0.10,162.26,9.90,20000.00,14.82,702,2851.04,4873,26.90,1,0,0,0
1,Credit Card,0.11,493.50,11.34,84000.00,10.49,697,3089.04,11332,39.70,0,0,0,0
1,Debt Consolidation,0.12,640.38,10.88,53000.00,18.93,702,3689.00,20033,82.80,1,0,0,1
1,Debt Consolidation,0.13,180.94,10.61,40500.00,12.12,667,2729.04,4565,68.10,0,1,0,0
1,Major Purchase,0.11,296.10,11.51,100000.00,1.20,682,5130.00,4000,80.00,3,0,0,0
1,All Other,0.12,115.69,10.90,54263.00,12.38,672,7530.04,0,0.00,0,2,0,0
1,All Other,0.11,230.30,10.71,45000.00,9.92,687,2520.04,1767,34.60,1,0,1,0
1,All Other,0.13,405.72,10.70,44160.00,14.40,672,3720.00,768,64.00,2,0,0,0
1,Credit Card,0.10,305.47,11.07,64064.00,4.80,717,5070.04,12226,45.60,0,1,1,0
1,All Other,0.07,93.14,10.58,39504.00,1.55,802,3660.00,2724,7.90,0,0,0,0
1,All Other,0.08,109.68,10.79,48562.00,0.62,742,7170.04,308,17.10,4,0,0,0
1,Debt Consolidation,0.08,37.61,9.60,14800.00,2.43,747,2250.00,1946,6.50,3,0,0,0
1,All Other,0.10,129.22,10.92,55200.00,19.43,717,4770.00,4446,61.70,3,0,0,0
1,Debt Consolidation,0.10,290.75,10.57,39000.00,5.17,707,2190.00,8486,66.80,1,0,0,0
1,All Other,0.14,203.76,11.18,72000.00,23.37,682,6599.00,19826,39.00,2,0,0,0
1,Credit Card,0.09,160.05,10.60,40000.00,5.97,722,2819.04,3212,35.70,1,1,0,0
1,Credit Card,0.14,407.52,10.92,55000.00,14.99,667,4499.00,10918,59.00,2,0,0,0
1,Educational,0.09,320.10,11.16,70000.00,9.38,722,1859.00,8850,32.30,0,0,0,0
1,All Other,0.10,129.81,10.31,30000.00,6.04,697,6330.00,10366,64.40,0,0,1,0
1,Debt Consolidation,0.12,366.89,10.50,36400.00,11.60,677,1500.00,10765,60.50,2,0,0,0
1,All Other,0.11,658.00,10.92,55000.00,5.19,712,8400.00,5482,17.40,0,2,0,1
1,Debt Consolidation,0.09,480.15,11.04,62400.00,6.46,752,4500.00,5196,34.60,2,0,0,0
1,All Other,0.10,803.87,11.16,70000.00,4.92,792,4140.00,3114,11.30,0,0,0,0
1,All Other,0.10,272.59,10.46,35004.00,19.61,717,4439.96,213,7.10,1,0,1,0
1,Debt Consolidation,0.12,249.00,9.86,19200.00,10.94,677,1920.00,6450,70.90,3,0,0,0
1,Credit Card,0.12,400.24,11.41,90000.00,8.81,677,2340.04,15486,33.10,1,0,0,0
1,All Other,0.09,253.03,10.90,54080.00,10.78,732,3390.00,5623,67.70,1,0,0,0
1,Credit Card,0.10,129.81,10.88,53000.00,13.09,702,4441.00,1308,6.90,1,0,0,0
1,Debt Consolidation,0.09,448.14,10.65,42000.00,5.31,737,3030.00,11556,24.30,0,0,0,0
1,Major Purchase,0.11,118.44,10.92,55000.00,13.51,682,3510.00,623,31.10,0,0,0,0
1,All Other,0.10,811.27,11.51,100000.00,7.25,737,3780.00,0,0.00,2,1,0,0
1,All Other,0.14,407.52,11.78,130000.00,8.32,662,3060.04,22044,81.60,0,0,0,0
1,Credit Card,0.08,250.70,10.38,32268.00,8.55,782,5550.00,8793,18.80,0,0,0,0
1,Debt Consolidation,0.13,444.60,10.54,37692.00,20.66,677,4620.04,2796,38.80,2,0,0,0
1,All Other,0.11,489.03,11.29,80000.00,6.90,707,7410.00,8298,38.60,3,0,1,0
1,Debt Consolidation,0.14,373.56,10.78,48000.00,22.75,677,2730.04,10211,96.30,0,0,0,0
1,Credit Card,0.11,195.61,10.82,50000.00,9.22,687,2790.00,22188,70.00,0,0,0,0
1,Debt Consolidation,0.12,314.00,10.60,40000.00,18.78,697,2309.96,21160,78.70,0,0,0,1
1,Credit Card,0.08,109.17,10.31,30000.00,2.52,762,3840.00,2096,46.60,0,0,0,0
1,Debt Consolidation,0.15,516.32,11.22,74784.00,24.61,682,2430.00,55632,80.70,3,0,0,0
1,Educational,0.10,241.16,9.90,20000.00,10.56,717,4121.96,3415,14.30,0,0,0,0
1,All Other,0.09,221.40,10.75,46800.00,12.23,727,2940.96,1287,7.80,0,0,0,0
1,Credit Card,0.11,294.78,11.13,68000.00,12.72,687,9119.96,36164,39.40,1,0,0,1
1,Debt Consolidation,0.15,680.69,11.23,75000.00,19.36,662,2669.96,20658,55.40,0,0,0,0
1,Credit Card,0.11,228.22,10.31,30000.00,21.48,722,10110.00,24397,53.40,1,0,0,0
1,Debt Consolidation,0.08,87.75,9.60,14800.00,5.48,747,2249.96,1946,6.50,3,0,0,0
1,All Other,0.10,324.51,11.09,65379.00,14.82,767,6420.00,0,0.00,1,0,0,0
1,Debt Consolidation,0.11,97.53,10.60,40000.00,16.08,727,3464.04,14582,26.70,2,0,0,1
1,Debt Consolidation,0.11,208.65,10.92,55000.00,6.11,697,3689.96,14971,46.80,0,0,0,0
1,Debt Consolidation,0.15,691.55,11.41,90000.00,23.45,692,3870.00,43868,47.80,1,0,1,0
1,Debt Consolidation,0.10,323.05,10.78,48000.00,2.65,742,4260.00,6512,16.40,0,0,0,0
1,Credit Card,0.08,236.14,11.16,70000.00,2.81,757,4199.96,7905,30.20,0,0,0,0
1,Credit Card,0.10,213.83,11.19,72321.00,15.63,717,4379.96,6161,26.60,0,0,0,0
1,Debt Consolidation,0.11,537.15,10.82,49920.00,4.42,712,1859.96,3964,24.00,0,0,0,1
1,Home Improvement,0.10,194.71,10.20,27000.00,21.78,737,4989.00,1815,60.50,3,0,0,0
1,All Other,0.08,235.03,10.60,40000.00,5.22,772,5280.00,0,0.00,3,0,0,0
1,Debt Consolidation,0.10,707.41,11.29,80000.00,9.81,757,5549.96,1998,22.40,1,0,0,0
1,Home Improvement,0.09,128.04,11.48,97200.00,13.16,732,2500.00,41248,5.30,3,0,0,0
1,Debt Consolidation,0.13,670.13,11.10,66000.00,13.40,687,3419.96,24008,77.90,0,0,0,0
1,Credit Card,0.12,697.20,11.93,151000.00,7.99,697,8101.96,17788,52.70,3,0,0,0
1,All Other,0.09,480.15,11.92,150000.00,6.47,757,3990.00,4232,8.90,2,0,0,0
1,All Other,0.11,98.70,10.53,37440.00,7.72,677,1680.00,0,53.00,1,0,0,1
1,Debt Consolidation,0.16,525.17,11.35,84996.00,20.44,672,5490.00,28511,56.70,1,0,0,0
1,All Other,0.08,187.14,10.67,43200.00,0.83,792,4139.96,138,0.20,0,0,0,0
1,Credit Card,0.12,314.00,11.70,120000.00,18.23,697,4950.00,114629,64.50,2,0,0,0
1,Debt Consolidation,0.10,324.51,11.23,75555.00,12.88,707,2939.96,10689,18.40,3,0,0,0
1,Debt Consolidation,0.10,257.24,10.09,24000.00,17.00,732,3779.96,6188,53.80,0,0,0,0
1,Debt Consolidation,0.08,314.85,10.60,39948.00,14.54,772,5790.00,4743,28.10,0,0,0,1
1,Debt Consolidation,0.11,235.83,11.05,62892.00,21.83,717,5219.96,12025,37.20,2,0,0,0
1,Home Improvement,0.10,803.87,11.70,120000.00,8.91,792,8129.96,3706,12.80,1,0,0,0
1,Debt Consolidation,0.11,526.40,11.35,85000.00,9.37,702,4590.00,8833,44.80,1,0,1,0
1,Debt Consolidation,0.10,292.06,10.71,45000.00,14.64,712,4439.96,6239,63.00,3,0,0,0
1,Debt Consolidation,0.13,540.96,10.60,40000.00,11.73,672,3210.00,5671,55.10,0,0,0,0
1,Credit Card,0.12,100.06,10.37,32000.00,13.28,672,4320.00,2940,27.70,1,2,0,0
1,Debt Consolidation,0.14,848.99,11.03,62000.00,14.26,697,2730.00,7019,13.40,2,0,0,1
1,Debt Consolidation,0.12,298.80,10.96,57500.00,18.76,682,4350.00,9883,66.70,1,1,1,0
1,Debt Consolidation,0.10,482.32,12.07,175000.00,3.17,742,2820.00,1436,3.10,0,0,0,0
1,Debt Consolidation,0.13,168.28,10.65,42100.00,21.04,677,2910.96,13073,55.90,3,0,0,1
1,All Other,0.10,807.62,11.88,145000.00,1.73,762,7769.96,5681,14.10,1,0,0,0
1,Debt Consolidation,0.10,811.27,11.41,90000.00,13.28,747,3359.96,48556,10.90,0,0,0,0
1,Debt Consolidation,0.13,253.58,10.82,49992.00,24.89,712,2418.00,19418,83.70,3,1,0,0
1,Debt Consolidation,0.13,118.34,10.95,57000.00,23.05,687,2730.00,45988,88.40,0,0,0,0
1,Credit Card,0.10,584.12,12.23,205000.00,12.27,712,5549.96,77034,32.30,2,0,0,0
1,Educational,0.11,52.41,10.53,37500.00,15.84,682,1829.96,0,49.40,0,0,0,0
1,Debt Consolidation,0.10,151.03,10.46,35000.00,18.72,722,3900.00,9910,99.10,2,0,0,1
1,Educational,0.08,188.91,11.52,101000.00,11.75,737,6870.00,1532,4.70,0,0,0,0
1,All Other,0.10,167.21,10.43,34000.00,1.52,707,2579.96,4699,28.80,1,1,0,0
1,Educational,0.08,251.88,10.62,41050.00,17.60,797,6989.96,7017,8.40,0,0,0,1
1,Major Purchase,0.10,161.53,10.65,42000.00,21.77,762,4470.96,13,1.90,1,0,0,0
1,All Other,0.13,807.74,11.46,95000.00,7.06,687,6360.00,9201,49.70,2,1,1,0
1,Credit Card,0.13,837.67,11.61,109908.00,24.04,757,7260.00,8220,63.20,0,0,0,1
1,All Other,0.13,269.25,10.82,50000.00,1.39,662,4446.96,2692,49.90,3,0,0,0
1,All Other,0.10,578.79,11.50,99000.00,8.86,742,4530.00,2448,61.20,3,0,0,0
1,All Other,0.08,93.57,10.82,50000.00,0.79,757,3180.00,3894,10.50,0,0,0,0
1,All Other,0.12,166.00,10.78,48000.00,20.68,692,9330.00,13734,28.40,0,0,0,0
1,All Other,0.11,329.00,10.82,50000.00,12.05,692,1620.00,13744,62.20,0,0,0,0
1,Credit Card,0.11,201.44,10.48,35713.60,17.10,687,1260.00,6111,64.30,0,0,0,0
1,Credit Card,0.10,646.10,11.92,150000.00,6.86,742,3180.00,84,0.20,2,0,0,0
1,All Other,0.10,385.86,11.46,94800.00,8.65,727,4650.00,19073,28.60,3,1,0,1
1,Debt Consolidation,0.12,232.64,10.24,28000.00,12.81,667,6283.96,13817,38.40,0,1,0,0
1,Credit Card,0.12,330.53,11.70,120000.00,8.13,682,3060.00,59145,81.10,0,0,0,0
1,Debt Consolidation,0.13,201.94,10.62,40800.00,15.32,667,2700.00,7091,47.30,2,2,0,0
1,Debt Consolidation,0.11,603.13,10.44,34300.00,13.33,717,4560.00,18179,34.40,0,0,0,0
1,Debt Consolidation,0.10,389.41,10.44,34138.00,15.99,712,4590.00,6151,52.70,1,0,0,0
1,Major Purchase,0.08,250.70,10.80,49244.00,2.24,777,3780.96,2056,7.30,1,0,0,0
1,Debt Consolidation,0.15,691.55,11.23,75000.00,14.69,672,4439.96,29292,60.40,1,0,0,0
1,All Other,0.08,37.79,10.40,33000.00,3.42,722,2160.00,6685,19.20,1,0,0,0
1,Credit Card,0.10,194.71,10.59,39684.00,13.88,702,2730.00,7198,65.40,1,0,0,0
1,Debt Consolidation,0.10,321.55,10.50,36252.00,8.11,717,4139.96,6179,11.20,2,0,0,1
1,All Other,0.09,640.20,11.45,93492.00,3.98,777,3029.96,32,0.30,0,0,0,0
1,Major Purchase,0.08,187.14,10.59,39600.00,9.52,817,6629.96,922,3.80,0,0,0,0
1,Home Improvement,0.13,202.86,10.56,38400.00,23.09,687,5010.00,9912,65.60,1,0,0,0
1,Credit Card,0.09,142.33,9.05,8500.00,4.24,732,2100.00,6699,7.20,0,1,0,0
1,Educational,0.13,338.10,11.53,102000.00,7.31,667,3823.00,27452,96.30,2,0,0,1
1,Debt Consolidation,0.12,528.84,11.29,80000.00,13.47,702,2400.00,14958,46.70,3,0,0,0
1,Credit Card,0.12,266.83,11.47,96000.00,5.36,687,4062.96,45251,66.70,3,1,0,1
1,All Other,0.08,155.95,12.13,185000.00,11.97,777,5526.96,9253,33.30,0,0,0,0
1,Credit Card,0.13,845.25,11.92,150000.00,7.84,697,5189.96,31405,95.70,0,0,0,0
1,Debt Consolidation,0.11,230.30,10.60,40000.00,9.81,682,3030.96,6475,96.60,0,0,0,0
1,Debt Consolidation,0.11,263.20,10.71,45000.00,8.75,682,2490.00,0,66.70,1,1,0,1
1,Debt Consolidation,0.11,391.22,11.30,81193.20,18.59,717,2639.96,34566,69.00,1,0,0,0
1,All Other,0.08,314.85,11.29,80000.00,6.25,752,3150.00,3248,16.70,0,0,0,0
1,Debt Consolidation,0.12,462.74,10.92,55000.00,8.42,687,3749.96,17623,83.10,0,1,0,0
1,All Other,0.13,100.97,10.55,38004.00,20.84,672,9119.96,9642,64.30,0,2,0,0
1,Debt Consolidation,0.15,550.74,11.47,95827.00,22.27,672,5159.96,16930,70.80,0,0,0,0
1,Credit Card,0.13,446.29,11.23,75000.00,21.06,682,5159.96,13438,71.90,1,0,1,1
1,Debt Consolidation,0.12,500.30,11.25,77000.00,19.39,692,3450.00,18198,44.30,2,1,0,0
1,Debt Consolidation,0.12,50.03,10.28,29000.00,4.18,662,2850.00,0,0.00,3,0,0,0
1,Debt Consolidation,0.10,176.86,10.27,28800.00,21.92,762,3120.00,1763,26.30,0,0,0,0
1,Credit Card,0.10,96.47,11.51,100000.00,2.10,702,1770.00,8439,22.00,0,0,0,0
1,Debt Consolidation,0.12,370.19,11.29,80000.00,17.78,692,1980.00,24259,56.50,0,0,0,1
1,All Other,0.08,206.83,10.82,50100.00,12.86,762,12330.00,3339,16.90,1,0,0,0
1,Credit Card,0.11,296.10,9.83,18500.00,11.68,682,4230.00,9237,64.60,1,0,1,1
1,Debt Consolidation,0.11,818.83,12.00,162000.00,9.38,722,3719.96,7746,26.00,0,2,0,0
1,Credit Card,0.10,318.34,11.00,60000.00,1.80,717,3820.00,4506,18.70,2,0,1,0
1,Home Improvement,0.08,125.94,11.10,66480.00,0.00,767,4740.00,1401,1.90,1,0,0,0
1,Credit Card,0.10,450.17,10.71,45000.00,11.31,727,2730.00,14571,59.50,0,0,0,0
1,Debt Consolidation,0.12,23.35,9.85,19000.00,12.38,662,1199.96,0,53.20,1,0,0,0
1,Debt Consolidation,0.12,178.49,10.96,57300.00,15.92,687,4505.96,3037,76.80,0,1,0,0
1,Debt Consolidation,0.12,116.20,10.62,40800.00,21.97,687,3749.96,17394,93.50,1,0,0,0
1,Debt Consolidation,0.12,247.90,11.00,60000.00,19.22,687,4530.00,17745,92.40,1,0,0,0
1,Debt Consolidation,0.13,269.25,10.71,45000.00,19.89,692,5249.96,4755,89.70,1,0,0,0
1,Credit Card,0.11,262.03,10.57,39000.00,14.80,697,1589.96,8158,57.00,0,0,0,0
1,All Other,0.11,141.66,11.70,120000.00,15.07,722,5219.96,70685,88.70,1,0,0,0
1,Debt Consolidation,0.14,568.81,11.08,65160.00,14.62,667,3719.96,11294,61.40,1,1,0,0
1,Debt Consolidation,0.13,223.15,10.39,32400.00,22.00,672,2279.96,6521,67.70,3,0,0,0
1,Debt Consolidation,0.10,243.38,11.02,61000.00,14.85,727,2490.00,4322,44.10,2,0,0,0
1,Credit Card,0.11,224.14,10.57,39000.00,9.66,717,4739.96,19383,90.20,1,0,0,0
1,All Other,0.11,235.83,10.34,31000.00,14.40,692,3930.00,19076,66.60,0,0,0,1
1,Credit Card,0.14,428.32,10.95,57000.00,24.55,692,2700.00,34181,59.50,0,0,0,0
1,Debt Consolidation,0.16,659.61,11.70,120000.00,14.23,677,5070.00,27550,94.60,2,1,1,0
1,Debt Consolidation,0.12,192.62,11.48,97200.00,19.70,707,4530.00,13685,46.70,1,0,0,0
1,Home Improvement,0.08,155.95,10.60,40000.00,11.49,797,6959.96,257,1.40,0,0,0,0
1,Debt Consolidation,0.11,213.85,10.84,51000.00,20.82,722,8700.00,23119,50.60,3,0,1,0
1,Credit Card,0.10,482.32,11.64,114000.00,14.33,762,6120.00,26402,87.30,0,0,0,0
1,Major Purchase,0.10,587.14,12.32,225000.00,4.51,757,5460.00,2527,39.50,0,0,0,0
1,All Other,0.09,202.42,10.98,58900.00,10.55,727,3344.96,1686,52.70,0,0,0,0
1,Credit Card,0.10,160.78,10.55,38000.00,4.45,712,3419.96,9877,60.60,2,0,0,0
1,All Other,0.13,265.41,12.21,200000.00,15.62,707,4680.00,36293,62.30,3,0,0,1
1,Debt Consolidation,0.11,339.06,10.87,52610.00,15.60,717,3749.96,19859,63.40,0,0,0,1
1,Credit Card,0.11,274.72,11.00,60000.00,14.56,687,3419.96,15629,66.20,0,0,1,0
1,Debt Consolidation,0.12,198.32,10.20,27000.00,18.53,682,1529.96,5901,47.20,0,0,0,0
